Product ID,city,discount
124981,Philadelphia,0.18
124981,San Diego,0.05
124981,Dallas,0.13
124981,San Antonio,0.16
124981,Houston,0.11
124981,Phoenix,0.11
124981,San Jose,0.05
161909,San Antonio,0.02
161909,Los Angeles,0.18
161909,San Diego,0.18
161909,New York,0.13
161909,Dallas,0.07
161909,Chicago,0.07
161909,Philadelphia,0.15
161909,Phoenix,0.18
129152,San Diego,0.18
129152,Houston,0.16
129152,Phoenix,0.13
129152,Philadelphia,0.02
129152,San Antonio,0.03
129152,Los Angeles,0.18
129152,San Jose,0.12
129152,New York,0.0
129152,Chicago,0.02
129152,Dallas,0.13
183243,Phoenix,0.0
183243,Chicago,0.03
183243,Houston,0.11
183243,San Jose,0.14
183243,Philadelphia,0.13
183243,San Diego,0.04
183243,New York,0.14
183243,San Antonio,0.05
183243,Los Angeles,0.07
183243,Dallas,0.15
198248,San Diego,0.13
198248,Philadelphia,0.17
198248,Phoenix,0.13
198248,New York,0.11
198248,San Jose,0.02
198248,Houston,0.07
198248,Chicago,0.05
198248,Los Angeles,0.05
198248,Dallas,0.19
198248,San Antonio,0.08
191230,San Jose,0.18
191230,San Antonio,0.13
191230,New York,0.16
191230,Phoenix,0.1
191230,Philadelphia,0.12
191230,Dallas,0.1
191230,Chicago,0.04
191230,San Diego,0.14
191230,Los Angeles,0.06
191230,Houston,0.0
187234,San Jose,0.13
187234,San Antonio,0.04
187234,New York,0.19
187234,San Diego,0.19
187234,Chicago,0.18
187234,Los Angeles,0.07
187234,Phoenix,0.0
187234,Houston,0.19
187234,Philadelphia,0.09
187234,Dallas,0.19
148888,Dallas,0.19
148888,Chicago,0.17
148888,Houston,0.06
148888,San Jose,0.08
148888,New York,0.17
148888,Los Angeles,0.06
148888,San Diego,0.03
148888,Philadelphia,0.11
148888,Phoenix,0.19
110805,San Diego,0.14
110805,Los Angeles,0.11
110805,New York,0.02
110805,Philadelphia,0.12
110805,Chicago,0.2
110805,Dallas,0.03
110805,Phoenix,0.1
110805,San Jose,0.18
110805,Houston,0.15
110805,San Antonio,0.14
179801,Dallas,0.14
179801,Phoenix,0.07
179801,Chicago,0.06
179801,New York,0.16
179801,San Jose,0.16
179801,Philadelphia,0.17
179801,Los Angeles,0.18
179801,San Diego,0.1
179801,Houston,0.1
179801,San Antonio,0.16
134927,Philadelphia,0.13
134927,Houston,0.14
134927,New York,0.16
134927,San Jose,0.18
134927,San Diego,0.07
134927,Los Angeles,0.08
134927,Dallas,0.02
134927,San Antonio,0.12
134927,Chicago,0.01
123150,Philadelphia,0.09
123150,San Jose,0.11
123150,Chicago,0.06
123150,Dallas,0.12
123150,Los Angeles,0.01
123150,San Antonio,0.01
123150,Houston,0.16
123150,San Diego,0.07
123150,Phoenix,0.03
123150,New York,0.1
159145,Los Angeles,0.15
159145,Chicago,0.04
159145,Phoenix,0.12
159145,New York,0.02
159145,San Diego,0.01
159145,Houston,0.11
159145,San Antonio,0.11
159145,San Jose,0.13
159145,Philadelphia,0.15
159145,Dallas,0.2
172364,Los Angeles,0.1
172364,San Antonio,0.06
172364,Philadelphia,0.16
172364,Houston,0.05
172364,San Jose,0.09
172364,San Diego,0.02
172364,Phoenix,0.01
172364,New York,0.19
172364,Dallas,0.17
172364,Chicago,0.14
178281,San Jose,0.08
178281,Chicago,0.03
178281,San Diego,0.03
178281,Los Angeles,0.05
178281,Dallas,0.11
178281,Phoenix,0.14
178281,Philadelphia,0.13
194339,Phoenix,0.06
194339,Los Angeles,0.19
194339,Houston,0.15
194339,San Antonio,0.11
194339,Philadelphia,0.12
194339,Dallas,0.08
194339,Chicago,0.05
194339,San Diego,0.07
194339,San Jose,0.15
194339,New York,0.0
174412,San Jose,0.02
174412,San Diego,0.01
174412,New York,0.01
174412,Phoenix,0.17
174412,Houston,0.14
174412,Los Angeles,0.09
174412,Chicago,0.02
174412,San Antonio,0.1
174412,Dallas,0.09
174412,Philadelphia,0.03
114877,Dallas,0.09
114877,San Diego,0.08
114877,New York,0.12
114877,Philadelphia,0.13
114877,San Antonio,0.01
114877,Houston,0.07
114877,Los Angeles,0.13
114877,Phoenix,0.1
114877,Chicago,0.17
114877,San Jose,0.13
140727,Philadelphia,0.03
140727,Phoenix,0.01
140727,Houston,0.13
140727,San Diego,0.01
140727,New York,0.12
140727,Dallas,0.19
140727,Los Angeles,0.12
140727,San Antonio,0.08
140727,Chicago,0.13
140727,San Jose,0.09
133109,Houston,0.11
133109,Los Angeles,0.19
133109,San Jose,0.08
133109,Dallas,0.19
133109,Philadelphia,0.18
133109,New York,0.04
133109,Chicago,0.01
133109,Phoenix,0.02
133109,San Diego,0.0
133109,San Antonio,0.02
127296,Houston,0.14
127296,San Antonio,0.01
127296,San Diego,0.06
127296,New York,0.17
127296,Phoenix,0.0
127296,Philadelphia,0.16
127296,Los Angeles,0.06
127296,Chicago,0.02
127296,San Jose,0.14
133757,Chicago,0.13
133757,Dallas,0.18
133757,Houston,0.15
133757,Philadelphia,0.16
133757,San Jose,0.06
133757,Phoenix,0.04
133757,New York,0.15
133757,San Diego,0.16
133757,Los Angeles,0.2
133757,San Antonio,0.08
111760,San Diego,0.07
111760,Dallas,0.16
198375,Dallas,0.07
198375,Los Angeles,0.19
198375,Chicago,0.17
198375,New York,0.09
198375,Houston,0.15
198375,San Jose,0.15
198375,San Antonio,0.02
198375,Phoenix,0.18
198375,San Diego,0.1
198375,Philadelphia,0.17
168837,San Antonio,0.06
168837,Philadelphia,0.18
168837,Dallas,0.08
168837,Los Angeles,0.0
138505,Los Angeles,0.18
138505,Phoenix,0.02
138505,Houston,0.06
138505,Chicago,0.19
138505,San Antonio,0.19
138505,San Diego,0.11
138505,Philadelphia,0.13
138505,New York,0.09
138505,Dallas,0.06
138505,San Jose,0.07
116228,San Diego,0.13
116228,New York,0.15
116228,Phoenix,0.16
116228,Chicago,0.16
116228,Houston,0.02
116228,San Jose,0.1
116228,Los Angeles,0.01
116228,Dallas,0.11
116228,San Antonio,0.09
116228,Philadelphia,0.18
167592,Chicago,0.07
167592,New York,0.02
167592,Philadelphia,0.03
167592,San Diego,0.15
167592,San Jose,0.12
167592,Phoenix,0.02
167592,Houston,0.02
167592,San Antonio,0.14
167592,Los Angeles,0.01
167592,Dallas,0.16
133100,Chicago,0.14
133100,Phoenix,0.02
133100,San Jose,0.02
133100,Houston,0.2
133100,New York,0.07
133100,Philadelphia,0.07
119955,San Antonio,0.16
119955,Los Angeles,0.19
119955,Chicago,0.2
189349,New York,0.15
189349,San Diego,0.08
189349,Dallas,0.02
189349,Houston,0.16
189349,Philadelphia,0.11
189349,Phoenix,0.08
189349,San Jose,0.18
189349,San Antonio,0.02
189349,Chicago,0.1
189349,Los Angeles,0.0
127478,San Jose,0.09
127478,Phoenix,0.01
127478,Los Angeles,0.02
127478,Philadelphia,0.02
127478,Dallas,0.13
127478,Chicago,0.15
127478,San Antonio,0.12
127478,San Diego,0.19
127478,New York,0.07
127478,Houston,0.06
180661,Phoenix,0.17
180661,San Diego,0.04
180661,San Antonio,0.19
180661,Dallas,0.0
180661,Los Angeles,0.19
180661,San Jose,0.01
180661,Houston,0.18
180661,Philadelphia,0.11
180661,Chicago,0.2
186681,Los Angeles,0.01
186681,San Diego,0.11
186681,Philadelphia,0.19
186681,New York,0.1
186681,San Antonio,0.13
186681,Phoenix,0.14
133183,Houston,0.09
133183,Philadelphia,0.13
133183,Chicago,0.12
133183,Dallas,0.18
133183,San Antonio,0.01
133183,New York,0.06
133183,Phoenix,0.19
133183,Los Angeles,0.18
133183,San Jose,0.09
133183,San Diego,0.12
173508,Los Angeles,0.06
173508,Chicago,0.04
173508,New York,0.09
173508,Philadelphia,0.07
173508,San Antonio,0.12
173508,San Diego,0.02
173508,Houston,0.19
173508,Phoenix,0.2
173508,Dallas,0.14
173508,San Jose,0.11
187930,San Diego,0.06
187930,Los Angeles,0.16
124088,Dallas,0.14
124088,Philadelphia,0.03
124088,San Diego,0.18
124088,San Antonio,0.16
124088,New York,0.19
124088,Chicago,0.15
124088,Los Angeles,0.12
124088,Phoenix,0.08
124088,Houston,0.19
124088,San Jose,0.17
190238,Phoenix,0.01
190238,New York,0.01
190238,San Jose,0.08
190238,Philadelphia,0.16
190238,Dallas,0.2
190238,San Diego,0.03
190238,Chicago,0.12
190238,San Antonio,0.08
190238,Houston,0.19
190238,Los Angeles,0.17
151925,Chicago,0.17
151925,San Antonio,0.09
151925,Dallas,0.08
151925,Phoenix,0.05
151925,Philadelphia,0.01
151925,San Jose,0.17
151925,Los Angeles,0.16
151925,San Diego,0.2
151925,Houston,0.2
151925,New York,0.11
163234,San Jose,0.15
163234,Phoenix,0.19
163234,Chicago,0.17
163234,San Antonio,0.05
163234,Philadelphia,0.09
163234,Houston,0.03
163234,Los Angeles,0.19
163234,Dallas,0.12
163234,New York,0.05
163234,San Diego,0.13
135610,Dallas,0.12
135610,San Jose,0.07
135610,Philadelphia,0.02
135610,New York,0.13
135610,Chicago,0.1
135610,Houston,0.15
135610,San Antonio,0.1
135610,San Diego,0.17
135610,Los Angeles,0.11
135610,Phoenix,0.11
117065,Philadelphia,0.18
117065,San Jose,0.08
117065,Phoenix,0.03
117065,Los Angeles,0.01
117065,Dallas,0.15
117065,San Diego,0.12
117065,Chicago,0.14
149315,San Diego,0.04
149315,Dallas,0.03
149315,Chicago,0.0
149315,Los Angeles,0.07
149315,San Jose,0.12
149315,New York,0.08
149315,San Antonio,0.09
149315,Houston,0.18
149315,Phoenix,0.07
149315,Philadelphia,0.1
149510,San Jose,0.16
149510,San Diego,0.08
149510,Los Angeles,0.12
149510,San Antonio,0.17
149510,Chicago,0.19
149510,Philadelphia,0.03
149510,Phoenix,0.19
149510,New York,0.1
149510,Dallas,0.05
149510,Houston,0.09
137990,Los Angeles,0.2
137990,Houston,0.1
137990,Phoenix,0.07
137990,San Diego,0.13
137990,Philadelphia,0.05
137990,San Antonio,0.02
137990,Dallas,0.03
137990,New York,0.03
137990,San Jose,0.03
137990,Chicago,0.03
154016,Los Angeles,0.13
154016,Chicago,0.04
154016,Dallas,0.07
154016,San Antonio,0.18
154016,Phoenix,0.09
154016,Houston,0.13
154016,Philadelphia,0.03
154016,San Diego,0.04
154016,New York,0.01
154016,San Jose,0.03
117751,San Antonio,0.06
117751,San Jose,0.04
117751,Houston,0.02
117751,Dallas,0.02
117751,Phoenix,0.09
117751,Chicago,0.04
117751,San Diego,0.07
117751,New York,0.1
117751,Philadelphia,0.14
117751,Los Angeles,0.01
182362,Dallas,0.16
182362,New York,0.13
182362,San Jose,0.02
182362,San Antonio,0.17
182362,Chicago,0.18
182362,Phoenix,0.01
182362,San Diego,0.06
182362,Houston,0.16
182362,Philadelphia,0.15
182362,Los Angeles,0.04
117725,Philadelphia,0.04
117725,Dallas,0.07
117725,Houston,0.1
117725,Chicago,0.12
145289,San Diego,0.07
145289,San Jose,0.09
173576,Dallas,0.15
173576,Phoenix,0.01
173576,Los Angeles,0.05
173576,Chicago,0.14
173576,San Antonio,0.18
175059,San Antonio,0.1
175059,Philadelphia,0.11
175059,Los Angeles,0.02
175059,San Jose,0.09
175059,Houston,0.11
175059,Chicago,0.05
175059,New York,0.05
175059,Phoenix,0.08
175059,San Diego,0.0
175059,Dallas,0.06
199368,New York,0.04
199368,Chicago,0.07
199368,Houston,0.02
162883,Phoenix,0.18
162883,Chicago,0.12
162883,New York,0.14
162883,San Antonio,0.16
162883,San Jose,0.1
162883,Los Angeles,0.02
162883,Houston,0.11
162883,Dallas,0.12
162883,Philadelphia,0.15
162883,San Diego,0.09
135490,San Diego,0.03
135490,Dallas,0.06
135490,Chicago,0.07
135490,San Antonio,0.13
135490,Houston,0.11
135490,San Jose,0.07
135490,Phoenix,0.2
135490,New York,0.12
135490,Los Angeles,0.05
135490,Philadelphia,0.02
125408,San Diego,0.03
125408,Los Angeles,0.05
125408,San Antonio,0.03
125408,Philadelphia,0.04
125408,New York,0.06
125408,San Jose,0.03
125408,Dallas,0.18
125408,Houston,0.02
125408,Phoenix,0.1
125408,Chicago,0.08
134763,Chicago,0.2
134763,Dallas,0.02
134763,Phoenix,0.08
134763,San Diego,0.19
134763,San Antonio,0.17
134763,Los Angeles,0.16
134763,Houston,0.05
134763,New York,0.03
143231,Phoenix,0.13
143231,New York,0.19
143231,Philadelphia,0.11
143231,Dallas,0.11
143231,San Diego,0.06
143231,Los Angeles,0.15
143231,Chicago,0.04
143231,San Antonio,0.06
143231,Houston,0.09
143231,San Jose,0.1
125409,Phoenix,0.05
125409,Philadelphia,0.02
125409,Chicago,0.12
125409,San Diego,0.06
125409,Houston,0.12
125409,Los Angeles,0.03
125409,Dallas,0.1
125409,New York,0.11
125409,San Antonio,0.01
125409,San Jose,0.07
183074,San Diego,0.03
183074,San Antonio,0.01
183074,New York,0.2
183074,Phoenix,0.06
183074,Houston,0.16
183074,Dallas,0.05
183074,Los Angeles,0.14
183074,Chicago,0.15
183074,San Jose,0.12
183074,Philadelphia,0.09
147947,Philadelphia,0.08
147947,Dallas,0.07
147947,San Antonio,0.19
147947,New York,0.17
147947,Phoenix,0.19
147947,Los Angeles,0.02
147947,San Diego,0.15
147947,San Jose,0.19
147947,Houston,0.04
147947,Chicago,0.01
174171,Phoenix,0.15
174171,Dallas,0.11
174171,Philadelphia,0.17
174171,Chicago,0.03
174171,San Antonio,0.16
174171,San Jose,0.04
174171,New York,0.03
174171,Houston,0.03
174171,San Diego,0.16
174171,Los Angeles,0.13
183064,Philadelphia,0.1
183064,New York,0.07
183064,Los Angeles,0.18
183064,Phoenix,0.08
183064,San Antonio,0.16
183064,San Diego,0.09
183064,San Jose,0.08
183064,Chicago,0.09
177131,San Antonio,0.06
177131,San Jose,0.15
177131,New York,0.1
177131,Phoenix,0.05
177131,Dallas,0.18
177131,Chicago,0.08
177131,Philadelphia,0.11
177131,San Diego,0.18
177131,Los Angeles,0.12
177131,Houston,0.02
128179,Philadelphia,0.19
128179,San Diego,0.13
128179,Dallas,0.07
128179,Los Angeles,0.03
128179,San Jose,0.16
128179,New York,0.12
128179,Chicago,0.11
128179,San Antonio,0.18
128179,Phoenix,0.16
128179,Houston,0.03
152723,San Diego,0.06
152723,Los Angeles,0.05
152723,Philadelphia,0.15
152723,Dallas,0.01
152723,San Antonio,0.11
152723,New York,0.15
123824,Philadelphia,0.18
123824,Houston,0.07
123824,San Jose,0.16
123824,Chicago,0.02
123824,New York,0.17
123824,Phoenix,0.03
123824,San Diego,0.08
123824,Los Angeles,0.16
123824,San Antonio,0.03
123824,Dallas,0.05
166345,Philadelphia,0.14
166345,Los Angeles,0.14
166345,New York,0.13
166345,Houston,0.14
166345,San Antonio,0.11
166345,San Diego,0.05
166345,Chicago,0.07
166345,San Jose,0.04
166345,Phoenix,0.18
166345,Dallas,0.12
199279,San Diego,0.08
199279,San Antonio,0.09
199279,San Jose,0.19
199279,New York,0.03
199279,Houston,0.12
199279,Phoenix,0.1
199279,Philadelphia,0.12
199279,Los Angeles,0.0
199279,Chicago,0.17
199279,Dallas,0.19
167981,Los Angeles,0.11
167981,Philadelphia,0.14
167981,San Diego,0.18
167981,San Antonio,0.14
167981,Dallas,0.03
167981,Chicago,0.12
167981,San Jose,0.12
167981,New York,0.08
167981,Phoenix,0.15
167981,Houston,0.19
146839,San Jose,0.19
146839,Phoenix,0.09
146839,San Antonio,0.02
146839,Houston,0.2
146839,New York,0.17
146839,Dallas,0.02
146839,Philadelphia,0.18
146839,Chicago,0.17
146839,Los Angeles,0.1
146839,San Diego,0.12
187180,New York,0.08
187180,Chicago,0.01
187180,San Diego,0.07
187180,Phoenix,0.16
187180,Los Angeles,0.0
187180,San Antonio,0.07
187180,Philadelphia,0.08
187180,Houston,0.11
187180,San Jose,0.18
187180,Dallas,0.07
167640,Philadelphia,0.07
167640,Dallas,0.15
167640,Los Angeles,0.09
167640,Chicago,0.04
167640,San Jose,0.09
167640,Phoenix,0.03
167640,Houston,0.04
167640,New York,0.1
167640,San Diego,0.08
167640,San Antonio,0.18
165158,San Jose,0.07
165158,Phoenix,0.12
165158,New York,0.13
165158,Philadelphia,0.0
165158,Chicago,0.13
165158,San Diego,0.04
165158,San Antonio,0.19
165158,Dallas,0.03
165158,Los Angeles,0.08
165158,Houston,0.02
111521,Chicago,0.2
111521,San Jose,0.1
111521,Philadelphia,0.12
111521,Los Angeles,0.01
111521,Phoenix,0.15
111521,San Antonio,0.04
111521,San Diego,0.18
111521,Houston,0.04
111521,Dallas,0.04
111521,New York,0.01
120228,Dallas,0.09
120228,San Antonio,0.11
120228,San Jose,0.01
120228,Chicago,0.16
120228,Phoenix,0.09
120228,Houston,0.1
120228,Los Angeles,0.09
120228,San Diego,0.08
133078,Phoenix,0.11
133078,Philadelphia,0.03
133078,San Antonio,0.04
133078,New York,0.17
133078,Los Angeles,0.19
133078,Dallas,0.07
133078,San Jose,0.05
133078,Chicago,0.13
133078,Houston,0.08
133078,San Diego,0.01
137598,San Antonio,0.03
137598,San Diego,0.14
137598,New York,0.13
137598,Houston,0.01
137598,Phoenix,0.04
137598,San Jose,0.05
137598,Philadelphia,0.13
137598,Chicago,0.0
137598,Dallas,0.02
137598,Los Angeles,0.16
138779,New York,0.04
138779,San Antonio,0.13
138779,Phoenix,0.05
138779,Houston,0.02
138779,San Jose,0.05
138779,Los Angeles,0.14
138779,San Diego,0.17
138779,Chicago,0.17
138779,Philadelphia,0.08
138779,Dallas,0.13
198329,San Antonio,0.04
198329,Los Angeles,0.06
198329,New York,0.18
198329,Chicago,0.0
198329,Houston,0.02
198329,San Diego,0.04
198329,Philadelphia,0.01
198329,Dallas,0.04
198329,Phoenix,0.12
198329,San Jose,0.08
110295,Chicago,0.18
110295,San Antonio,0.16
110295,Philadelphia,0.07
110295,New York,0.05
110295,Dallas,0.08
110295,Los Angeles,0.12
110295,Phoenix,0.05
110295,Houston,0.12
110295,San Diego,0.08
196427,Los Angeles,0.11
196427,Phoenix,0.09
196427,Dallas,0.06
196427,San Diego,0.19
196427,San Antonio,0.15
196427,New York,0.03
196427,Houston,0.17
196427,Philadelphia,0.1
196427,San Jose,0.18
196427,Chicago,0.16
110075,Chicago,0.09
110075,New York,0.0
110075,San Jose,0.05
110075,Phoenix,0.11
110075,Los Angeles,0.13
110075,Houston,0.05
110075,Philadelphia,0.03
110075,San Diego,0.17
110075,Dallas,0.2
110075,San Antonio,0.11
132322,San Jose,0.03
132322,Philadelphia,0.05
132322,Los Angeles,0.0
132322,Chicago,0.18
132322,Houston,0.02
132322,New York,0.12
132322,San Diego,0.05
132322,San Antonio,0.11
132322,Dallas,0.13
132322,Phoenix,0.17
199631,San Antonio,0.04
199631,Dallas,0.0
199631,San Jose,0.03
199631,Philadelphia,0.18
199631,New York,0.17
199631,Los Angeles,0.12
199631,Houston,0.12
199631,Phoenix,0.13
199631,Chicago,0.04
199631,San Diego,0.18
182306,San Antonio,0.08
182306,Los Angeles,0.08
182306,Philadelphia,0.1
182306,Phoenix,0.01
182306,San Jose,0.03
182306,New York,0.15
182306,Houston,0.02
182306,San Diego,0.12
182306,Dallas,0.05
182306,Chicago,0.08
194915,San Jose,0.06
194915,San Diego,0.07
194915,New York,0.14
194915,Dallas,0.06
194915,Los Angeles,0.11
131298,Dallas,0.1
131298,Houston,0.13
131298,San Antonio,0.19
131298,Philadelphia,0.15
131298,Phoenix,0.04
131298,Los Angeles,0.01
131298,Chicago,0.05
131298,San Diego,0.12
131298,New York,0.01
131298,San Jose,0.1
168571,San Antonio,0.12
154224,New York,0.07
154224,Phoenix,0.15
154224,Dallas,0.02
154224,San Antonio,0.02
154224,Los Angeles,0.15
154224,San Diego,0.1
154224,Chicago,0.14
171061,San Diego,0.09
171061,Chicago,0.05
171061,San Jose,0.16
171061,San Antonio,0.16
171061,Los Angeles,0.14
171061,Houston,0.05
171061,Philadelphia,0.12
171061,Dallas,0.07
171061,Phoenix,0.02
171061,New York,0.18
119049,New York,0.03
119049,Chicago,0.19
119049,Dallas,0.09
119049,Houston,0.04
119049,Phoenix,0.11
119049,San Antonio,0.17
119049,Los Angeles,0.15
119049,San Jose,0.16
119049,San Diego,0.13
119049,Philadelphia,0.14
158781,Chicago,0.17
158781,San Diego,0.05
158781,Dallas,0.1
158781,Houston,0.04
158781,San Antonio,0.2
158781,New York,0.19
158781,Philadelphia,0.01
151438,Houston,0.14
151438,San Antonio,0.19
151438,Chicago,0.04
151438,New York,0.11
151438,Dallas,0.18
151438,Philadelphia,0.01
151438,San Diego,0.14
151438,Los Angeles,0.06
151438,San Jose,0.18
151438,Phoenix,0.19
152871,Los Angeles,0.19
152871,Philadelphia,0.09
152871,Houston,0.17
152871,San Antonio,0.17
152871,San Diego,0.06
152871,Chicago,0.17
152871,Dallas,0.01
126806,Los Angeles,0.12
126806,San Diego,0.05
126806,Houston,0.02
126806,New York,0.02
126806,Dallas,0.14
126806,Philadelphia,0.07
126806,San Antonio,0.14
126806,Phoenix,0.01
126806,Chicago,0.06
126806,San Jose,0.11
134104,Houston,0.16
134104,Phoenix,0.06
134104,San Antonio,0.13
134104,Los Angeles,0.18
134104,Philadelphia,0.12
134104,New York,0.05
134104,Dallas,0.0
134104,Chicago,0.17
134104,San Diego,0.0
134104,San Jose,0.17
120266,Houston,0.11
120266,Los Angeles,0.19
120266,New York,0.16
120266,San Jose,0.2
120266,Dallas,0.07
120266,San Antonio,0.15
120266,Philadelphia,0.08
120266,San Diego,0.1
120266,Phoenix,0.13
120266,Chicago,0.17
173550,San Antonio,0.2
173550,San Diego,0.15
173550,Los Angeles,0.08
173550,San Jose,0.08
175927,San Diego,0.15
175927,Philadelphia,0.05
175927,San Jose,0.02
175927,New York,0.07
175927,Houston,0.06
175927,Los Angeles,0.06
175927,Phoenix,0.05
175927,Dallas,0.01
175927,Chicago,0.0
175927,San Antonio,0.2
154278,San Jose,0.09
154278,New York,0.08
154278,Philadelphia,0.14
154278,San Antonio,0.04
154278,Dallas,0.19
154278,San Diego,0.16
154278,Chicago,0.02
154278,Los Angeles,0.08
154278,Houston,0.18
154278,Phoenix,0.19
183537,New York,0.09
183537,Houston,0.12
183537,San Jose,0.03
183537,Dallas,0.2
183537,San Antonio,0.05
150424,Phoenix,0.19
150424,San Antonio,0.13
150424,Los Angeles,0.12
150424,Houston,0.1
150424,Chicago,0.05
150424,San Jose,0.04
150424,New York,0.04
150424,Philadelphia,0.04
150424,Dallas,0.16
150424,San Diego,0.07
183825,Dallas,0.01
183825,New York,0.19
183825,Los Angeles,0.18
183825,San Jose,0.19
183825,Houston,0.2
183825,San Antonio,0.03
183825,Philadelphia,0.08
183825,Phoenix,0.15
183825,San Diego,0.14
183825,Chicago,0.03
144012,Los Angeles,0.16
144012,New York,0.04
144012,San Jose,0.04
144012,Chicago,0.11
144012,San Diego,0.12
144012,San Antonio,0.12
147051,Chicago,0.02
147051,San Diego,0.18
147051,Houston,0.05
147051,Phoenix,0.03
147051,Philadelphia,0.18
147051,San Antonio,0.19
147051,New York,0.17
147051,Dallas,0.16
147051,San Jose,0.13
147051,Los Angeles,0.11
185800,New York,0.02
185800,San Jose,0.08
185800,San Diego,0.07
185800,Los Angeles,0.05
185800,Phoenix,0.14
185800,Houston,0.1
185800,Dallas,0.02
185800,San Antonio,0.04
185800,Chicago,0.14
